,CP5,TP10,FT10,FC6,F8,FT8,F6,AF4
CP5,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.0
TP10,0.01694915254237288,0.3559322033898305,0.3728813559322034,0.0,0.0,0.0,0.2542372881355932,0.0
FT10,0.016666666666666666,0.35,0.38333333333333336,0.0,0.0,0.0,0.25,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.020833333333333332,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3125,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
