,Fp1,Oz,P8,FT10,F8,Fp2,AF7,AF8
Fp1,0.37364620938628157,0.0,0.0,0.0,0.0,0.3447653429602888,0.0,0.2815884476534296
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.35567970204841715,0.0,0.0,0.0,0.0,0.3538175046554935,0.0,0.2905027932960894
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3340471092077088,0.0,0.0,0.0,0.0,0.3340471092077088,0.0,0.33190578158458245
