,postcentral-rh,precentral-lh,precentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
postcentral-rh,0.125,0.12946428571428573,0.12946428571428573,0.12053571428571429,0.125,0.11607142857142858,0.12946428571428573,0.125
precentral-lh,0.125,0.12946428571428573,0.12946428571428573,0.12053571428571429,0.125,0.11607142857142858,0.12946428571428573,0.125
precentral-rh,0.125,0.12946428571428573,0.12946428571428573,0.12053571428571429,0.125,0.11607142857142858,0.12946428571428573,0.125
superiorfrontal-lh,0.125,0.125,0.125,0.125,0.12931034482758622,0.1206896551724138,0.125,0.125
superiorfrontal-rh,0.125,0.12931034482758622,0.12931034482758622,0.1206896551724138,0.125,0.11637931034482758,0.12931034482758622,0.125
superiortemporal-lh,0.12389380530973451,0.12389380530973451,0.12389380530973451,0.12831858407079647,0.12831858407079647,0.12389380530973451,0.12389380530973451,0.12389380530973451
superiortemporal-rh,0.125,0.12946428571428573,0.12946428571428573,0.12053571428571429,0.125,0.11607142857142858,0.12946428571428573,0.125
supramarginal-rh,0.125,0.12946428571428573,0.12946428571428573,0.12053571428571429,0.125,0.11607142857142858,0.12946428571428573,0.125
