,inferiorparietal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.3652694610778443,0.0,0.31736526946107785,0.011976047904191617,0.023952095808383235,0.0,0.25149700598802394,0.029940119760479042
parstriangularis-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.3235294117647059,0.0,0.4294117647058823,0.0,0.0,0.0,0.24705882352941178,0.0
postcentral-rh,0.0,0.0,0.0,0.6122448979591837,0.1836734693877551,0.0,0.0,0.20408163265306123
superiortemporal-lh,0.022727272727272728,0.0,0.0,0.10227272727272728,0.6136363636363636,0.10227272727272728,0.0,0.1590909090909091
superiortemporal-rh,0.0,0.0,0.0,0.0,0.45,0.4,0.0,0.15
supramarginal-lh,0.3333333333333333,0.0,0.31746031746031744,0.0,0.0,0.0,0.3492063492063492,0.0
supramarginal-rh,0.04054054054054054,0.0,0.0,0.1891891891891892,0.24324324324324326,0.06756756756756757,0.0,0.4594594594594595
