,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.4076923076923077,0.0,0.007692307692307693,0.3384615384615385,0.007692307692307693,0.0,0.19230769230769232,0.046153846153846156
parstriangularis-rh,0.0,0.75,0.1,0.0,0.0,0.1,0.0,0.05
postcentral-rh,0.0,0.046511627906976744,0.3953488372093023,0.0,0.2558139534883721,0.09302325581395349,0.0,0.20930232558139536
rostralmiddlefrontal-lh,0.3194444444444444,0.0,0.0,0.4444444444444444,0.0,0.0,0.2361111111111111,0.0
superiortemporal-lh,0.0,0.0,0.1,0.0,0.58,0.19,0.0,0.13
superiortemporal-rh,0.0,0.04,0.08,0.0,0.38,0.4,0.0,0.1
supramarginal-lh,0.26666666666666666,0.0,0.0,0.37777777777777777,0.0,0.0,0.35555555555555557,0.0
supramarginal-rh,0.07228915662650602,0.024096385542168676,0.14457831325301204,0.0,0.21686746987951808,0.12048192771084337,0.0,0.42168674698795183
