,Fp1,F7,P3,Cz,Fp2,F5,PO3,POz
Fp1,0.3525641025641026,0.0,0.0,0.0,0.358974358974359,0.0,0.28846153846153844,0.0
F7,0.0,0.5142857142857142,0.0,0.4857142857142857,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.47368421052631576,0.0,0.5263157894736842,0.0,0.0,0.0,0.0
Fp2,0.3163841807909605,0.0,0.0,0.0,0.4067796610169492,0.0,0.2768361581920904,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.3263888888888889,0.0,0.0,0.0,0.3402777777777778,0.0,0.3333333333333333,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
