,Fp1,FT9,T7,TP9,F5,PO3,F6,AF8
Fp1,0.48598130841121495,0.0,0.0,0.0,0.3644859813084112,0.0,0.0,0.14953271028037382
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.41935483870967744,0.0,0.0,0.0,0.40860215053763443,0.0,0.0,0.17204301075268819
PO3,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3404255319148936,0.0,0.0,0.0,0.3404255319148936,0.0,0.0,0.3191489361702128
