,Oz,TP10,Fp2,F5,POz,PO4,PO8,AF8
Oz,0.2571428571428571,0.0,0.21714285714285714,0.0,0.0,0.0,0.26285714285714284,0.26285714285714284
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.25165562913907286,0.0,0.24503311258278146,0.0,0.0,0.0,0.25165562913907286,0.25165562913907286
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PO8,0.2556818181818182,0.0,0.2159090909090909,0.0,0.0,0.0,0.26136363636363635,0.26704545454545453
AF8,0.24731182795698925,0.0,0.20430107526881722,0.0,0.0,0.0,0.25268817204301075,0.2956989247311828
