,Fp1,Fz,P3,P8,AF7,AFz,TP8,AF8
Fp1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.43333333333333335,0.3,0.26666666666666666,0.0,0.0,0.0,0.0
P3,0.0,0.29069767441860467,0.5232558139534884,0.13953488372093023,0.0,0.046511627906976744,0.0,0.0
P8,0.0,0.1791044776119403,0.1044776119402985,0.7164179104477612,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.7282608695652174,0.0,0.2717391304347826,0.0
AFz,0.0,0.0,0.037037037037037035,0.0,0.0,0.9629629629629629,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.2808988764044944,0.0,0.7191011235955056,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
