,P3,P8,TP10,CP3,P5,PO8,P6,TP8
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.275,0.0,0.0,0.125,0.3,0.3
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.2631578947368421,0.0,0.0,0.21052631578947367,0.2631578947368421,0.2631578947368421
P6,0.0,0.0,0.2608695652173913,0.0,0.0,0.10869565217391304,0.30434782608695654,0.32608695652173914
TP8,0.0,0.0,0.25,0.0,0.0,0.10416666666666667,0.3125,0.3333333333333333
