,P3,P8,TP10,CP3,P5,PO8,P6,TP8
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.23529411764705882,0.0,0.0,0.2549019607843137,0.2549019607843137,0.2549019607843137
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.203125,0.0,0.0,0.265625,0.265625,0.265625
P6,0.0,0.0,0.21311475409836064,0.0,0.0,0.26229508196721313,0.26229508196721313,0.26229508196721313
TP8,0.0,0.0,0.203125,0.0,0.0,0.265625,0.265625,0.265625
