,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-lh,parahippocampal-rh,pericalcarine-lh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.8115183246073299,0.17801047120418848,0.0,0.0,0.0,0.0,0.0,0.010471204188481676
frontalpole-rh,0.20466786355475763,0.7953321364452424,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.8127272727272727,0.045454545454545456,0.0,0.0,0.056363636363636366,0.08545454545454545
lateraloccipital-lh,0.0,0.0,0.0718954248366013,0.7908496732026143,0.0196078431372549,0.05664488017429194,0.0,0.06100217864923747
parahippocampal-rh,0.0,0.0,0.0,0.02050473186119874,0.9053627760252366,0.0583596214511041,0.0,0.015772870662460567
pericalcarine-lh,0.0,0.0,0.0,0.05514705882352941,0.06801470588235294,0.8180147058823529,0.058823529411764705,0.0
temporalpole-lh,0.0,0.0,0.057660626029654036,0.0,0.0,0.04612850082372323,0.8962108731466227,0.0
temporalpole-rh,0.006430868167202572,0.0,0.07234726688102894,0.03858520900321544,0.014469453376205787,0.0,0.0,0.8681672025723473
