,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh
frontalpole-rh,0.2163265306122449,0.04285714285714286,0.04693877551020408,0.16938775510204082,0.14285714285714285,0.20204081632653062,0.0,0.17959183673469387
insula-rh,0.015625,0.2826086956521739,0.11277173913043478,0.2601902173913043,0.10801630434782608,0.11005434782608696,0.052309782608695655,0.058423913043478264
lateralorbitofrontal-lh,0.027563395810363836,0.18302094818081588,0.2105843439911797,0.21168687982359427,0.17750826901874311,0.0926130099228225,0.0,0.0970231532524807
lateralorbitofrontal-rh,0.04873853211009174,0.22018348623853212,0.11009174311926606,0.2706422018348624,0.11869266055045871,0.10894495412844037,0.03784403669724771,0.08486238532110092
medialorbitofrontal-lh,0.06747891283973759,0.1471415182755389,0.14901593252108716,0.19400187441424555,0.19306466729147143,0.12277413308341144,0.0,0.12652296157450796
medialorbitofrontal-rh,0.08721934369602763,0.13644214162348878,0.07081174438687392,0.16062176165803108,0.11139896373056994,0.25820379965457685,0.04835924006908463,0.12694300518134716
parahippocampal-rh,0.0,0.28,0.0,0.23272727272727273,0.0,0.2109090909090909,0.27636363636363637,0.0
rostralanteriorcingulate-lh,0.10727056019070322,0.10011918951132301,0.10250297973778308,0.17401668653158522,0.15852205005959474,0.17759237187127533,0.0,0.1799761620977354
