,frontalpole-rh,fusiform-rh,insula-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.16493656286043828,0.14648212226066898,0.09957708573625529,0.14955786236063054,0.12187620146097655,0.09304113802383698,0.06728181468665898,0.1572472126105344
fusiform-rh,0.1386029411764706,0.1547794117647059,0.11139705882352942,0.15073529411764705,0.13272058823529412,0.10514705882352941,0.06911764705882353,0.1375
insula-rh,0.10139165009940358,0.11888667992047713,0.17216699801192842,0.12246520874751492,0.136779324055666,0.13876739562624255,0.10934393638170974,0.10019880715705766
lateralorbitofrontal-rh,0.13764747944225955,0.1465856274579907,0.11154808723632463,0.15659635323560958,0.1322845906328209,0.10547014658562746,0.07329281372899535,0.13657490168037184
parahippocampal-rh,0.11923809523809524,0.136,0.13257142857142856,0.13942857142857143,0.15314285714285714,0.12,0.08152380952380953,0.1180952380952381
rostralanteriorcingulate-lh,0.1026304441569642,0.12160413971539456,0.15135834411384216,0.12548512289780078,0.13497197067701597,0.15265200517464425,0.10996119016817593,0.10133678309616213
rostralanteriorcingulate-rh,0.09959700633275763,0.1070811744386874,0.15889464594127806,0.11686816350028785,0.12204951065054692,0.14622913068508925,0.16177317213586645,0.08750719631548647
temporalpole-rh,0.15838150289017341,0.14566473988439307,0.09865125240847784,0.148747591522158,0.1210019267822736,0.09210019267822736,0.05934489402697495,0.17610789980732178
