,frontalpole-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.2932409012131716,0.03604852686308492,0.04124783362218371,0.10294627383015598,0.12270363951473137,0.10606585788561525,0.12963604852686308,0.1681109185441941
insula-rh,0.06666666666666667,0.43525641025641026,0.038461538461538464,0.08141025641025641,0.07692307692307693,0.07692307692307693,0.051923076923076926,0.17243589743589743
isthmuscingulate-rh,0.039316239316239315,0.020512820512820513,0.3094017094017094,0.041367521367521365,0.2376068376068376,0.24205128205128204,0.03863247863247863,0.07111111111111111
parahippocampal-rh,0.1166468960063266,0.051008303677342826,0.04942665085013839,0.3902728351126928,0.08778173190984578,0.07394226967180703,0.08145512060102808,0.1494661921708185
posteriorcingulate-lh,0.08405797101449275,0.028985507246376812,0.16932367149758454,0.052657004830917876,0.27246376811594203,0.23695652173913043,0.035507246376811595,0.12004830917874396
posteriorcingulate-rh,0.07710100231303008,0.03084040092521203,0.1829863788229247,0.047031611410948346,0.25006425083526085,0.27139552814186585,0.025186327422256488,0.11539450012850166
rostralanteriorcingulate-lh,0.18669950738916255,0.03891625615763547,0.0561576354679803,0.10147783251231528,0.07438423645320197,0.04827586206896552,0.3985221674876847,0.09556650246305419
rostralanteriorcingulate-rh,0.13798049340218016,0.07773952954675846,0.060814687320711415,0.1078600114744693,0.14429145152036718,0.13052208835341367,0.055077452667814115,0.2857142857142857
