,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.023255813953488372,0.0,0.0,0.046511627906976744,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.0,0.0,0.046511627906976744,0.0,0.046511627906976744,0.0,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.05384615384615385,0.0,0.05384615384615385,0.05384615384615385,0.0,0.05384615384615385,0.05384615384615385,0.05384615384615385,0.007692307692307693,0.0,0.05384615384615385,0.05384615384615385,0.0,0.0,0.05384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.0,0.05384615384615385,0.0,0.0,0.0,0.007692307692307693,0.05384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05384615384615385,0.05384615384615385,0.0,0.03076923076923077,0.0,0.0,0.0,0.05384615384615385,0.05384615384615385
F7,0.010526315789473684,0.0,0.0,0.042105263157894736,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.031578947368421054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.05263157894736842,0.042105263157894736,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.010526315789473684,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.042105263157894736,0.05263157894736842,0.042105263157894736,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.031578947368421054,0.06315789473684211,0.0,0.0,0.042105263157894736,0.010526315789473684,0.021052631578947368,0.021052631578947368,0.010526315789473684,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.010526315789473684,0.010526315789473684,0.0,0.05263157894736842,0.010526315789473684,0.05263157894736842,0.05263157894736842,0.042105263157894736,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.05263157894736842,0.031578947368421054,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.042105263157894736,0.042105263157894736,0.0,0.0,0.010526315789473684,0.042105263157894736,0.0,0.05263157894736842,0.0,0.042105263157894736,0.031578947368421054,0.05263157894736842,0.031578947368421054,0.010526315789473684,0.0,0.0,0.010526315789473684,0.05263157894736842,0.0,0.0,0.010526315789473684,0.010526315789473684
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0040650406504065045,0.0,0.0,0.016260162601626018,0.024390243902439025,0.0,0.0,0.08130081300813008,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.06504065040650407,0.09349593495934959,0.06097560975609756,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.056910569105691054,0.016260162601626018,0.0040650406504065045,0.0,0.0,0.0,0.0,0.0,0.0,0.056910569105691054,0.06504065040650407,0.0040650406504065045,0.0,0.0,0.06097560975609756,0.0,0.08536585365853659,0.0,0.06910569105691057,0.016260162601626018,0.08943089430894309,0.016260162601626018,0.0,0.0,0.0,0.0,0.06504065040650407,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.01837270341207349,0.0,0.0,0.0,0.0,0.0,0.08136482939632546,0.0,0.04461942257217848,0.05249343832020997,0.0,0.06036745406824147,0.06036745406824147,0.047244094488188976,0.010498687664041995,0.0,0.05249343832020997,0.07349081364829396,0.005249343832020997,0.0,0.06036745406824147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06036745406824147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03674540682414698,0.0,0.03937007874015748,0.0,0.0,0.0,0.010498687664041995,0.047244094488188976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06299212598425197,0.04199475065616798,0.0,0.01837270341207349,0.0,0.0,0.005249343832020997,0.05249343832020997,0.05774278215223097
TP9,0.012345679012345678,0.0,0.0,0.04938271604938271,0.04938271604938271,0.0,0.0,0.04938271604938271,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04938271604938271,0.0,0.04938271604938271,0.04938271604938271,0.04938271604938271,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.04938271604938271,0.04938271604938271,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.04938271604938271,0.04938271604938271,0.012345679012345678,0.0,0.0,0.04938271604938271,0.0,0.04938271604938271,0.0,0.04938271604938271,0.04938271604938271,0.04938271604938271,0.04938271604938271,0.0,0.0,0.0,0.0,0.04938271604938271,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.021406727828746176,0.0,0.0,0.0,0.0,0.0,0.0581039755351682,0.0,0.05198776758409786,0.0581039755351682,0.0,0.05504587155963303,0.05198776758409786,0.04892966360856269,0.01529051987767584,0.0,0.05504587155963303,0.0581039755351682,0.0061162079510703364,0.0,0.0581039755351682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05198776758409786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045871559633027525,0.0,0.045871559633027525,0.0,0.0,0.0,0.012232415902140673,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581039755351682,0.04892966360856269,0.0,0.024464831804281346,0.0,0.0,0.0061162079510703364,0.05504587155963303,0.0581039755351682
CP1,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.061224489795918366,0.0,0.04956268221574344,0.05539358600583091,0.0,0.05830903790087463,0.05539358600583091,0.052478134110787174,0.011661807580174927,0.0,0.05539358600583091,0.061224489795918366,0.0058309037900874635,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05539358600583091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.043731778425655975,0.0,0.0,0.0,0.011661807580174927,0.052478134110787174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061224489795918366,0.04664723032069971,0.0,0.02040816326530612,0.0,0.0,0.0058309037900874635,0.05539358600583091,0.05830903790087463
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.02046783625730994,0.0,0.0,0.0,0.0,0.0,0.06725146198830409,0.0,0.04678362573099415,0.05263157894736842,0.0,0.06140350877192982,0.06432748538011696,0.049707602339181284,0.008771929824561403,0.0,0.05263157894736842,0.06432748538011696,0.005847953216374269,0.0,0.06140350877192982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06432748538011696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038011695906432746,0.0,0.04093567251461988,0.0,0.0,0.0,0.008771929824561403,0.049707602339181284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06432748538011696,0.043859649122807015,0.0,0.017543859649122806,0.0,0.0,0.005847953216374269,0.05263157894736842,0.05847953216374269
P7,0.0,0.0,0.021875,0.0,0.0,0.0,0.0,0.0,0.06875,0.0,0.046875,0.053125,0.0,0.0625,0.065625,0.05,0.00625,0.0,0.053125,0.065625,0.003125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.040625,0.0,0.0,0.0,0.00625,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065625,0.04375,0.0,0.015625,0.0,0.0,0.003125,0.053125,0.059375
O1,0.0,0.0,0.02287581699346405,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.049019607843137254,0.05228758169934641,0.0,0.058823529411764705,0.058823529411764705,0.05228758169934641,0.00980392156862745,0.0,0.05555555555555555,0.058823529411764705,0.006535947712418301,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042483660130718956,0.0,0.0457516339869281,0.0,0.0,0.0,0.00980392156862745,0.05228758169934641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.049019607843137254,0.0,0.0196078431372549,0.0,0.0,0.006535947712418301,0.05555555555555555,0.058823529411764705
Oz,0.0,0.0,0.02912621359223301,0.0,0.0,0.0,0.0,0.0,0.04854368932038835,0.0,0.04854368932038835,0.04854368932038835,0.0,0.04854368932038835,0.038834951456310676,0.04854368932038835,0.038834951456310676,0.0,0.04854368932038835,0.04854368932038835,0.019417475728155338,0.0,0.04854368932038835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038834951456310676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04854368932038835,0.0,0.04854368932038835,0.0,0.0,0.0,0.038834951456310676,0.04854368932038835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04854368932038835,0.04854368932038835,0.0,0.04854368932038835,0.0,0.0,0.019417475728155338,0.04854368932038835,0.04854368932038835
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
