,frontalpole-rh,insula-rh,lingual-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
frontalpole-rh,0.24742268041237114,0.0,0.0,0.24742268041237114,0.0,0.24742268041237114,0.25773195876288657,0.0
insula-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.24742268041237114,0.0,0.0,0.24742268041237114,0.0,0.24742268041237114,0.25773195876288657,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
rostralanteriorcingulate-lh,0.24444444444444444,0.0,0.0,0.24444444444444444,0.0,0.25555555555555554,0.25555555555555554,0.0
rostralanteriorcingulate-rh,0.24468085106382978,0.0,0.0,0.24468085106382978,0.0,0.2553191489361702,0.2553191489361702,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7
