,cuneus-lh,cuneus-rh,insula-rh,lateraloccipital-lh,lateralorbitofrontal-rh,paracentral-lh,precuneus-lh,rostralanteriorcingulate-rh
cuneus-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.20689655172413793,0.0,0.21551724137931033,0.1896551724137931,0.1810344827586207,0.20689655172413793
lateraloccipital-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.2,0.0,0.20869565217391303,0.2,0.19130434782608696,0.2
paracentral-lh,0.0,0.0,0.1834862385321101,0.0,0.1926605504587156,0.22018348623853212,0.22018348623853212,0.1834862385321101
precuneus-lh,0.0,0.0,0.18269230769230768,0.0,0.19230769230769232,0.22115384615384615,0.22115384615384615,0.18269230769230768
rostralanteriorcingulate-rh,0.0,0.0,0.211864406779661,0.0,0.211864406779661,0.1864406779661017,0.17796610169491525,0.211864406779661
