,FT9,TP10,FT10,F8,Fp2,AF7,AF8,AF4
FT9,0.3,0.0,0.2,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.28,0.0,0.24,0.28,0.0,0.0,0.2,0.0
F8,0.3,0.0,0.2,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0
Fp2,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0
AF8,0.2608695652173913,0.0,0.2608695652173913,0.2608695652173913,0.0,0.0,0.21739130434782608,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
