,Fz,FT9,TP10,FC2,Fp2,AFz,AF8,AF4
Fz,0.30097087378640774,0.2912621359223301,0.2815533980582524,0.0,0.0,0.0,0.0,0.1262135922330097
FT9,0.297029702970297,0.2871287128712871,0.2871287128712871,0.0,0.0,0.0,0.0,0.12871287128712872
TP10,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285
FC2,0.0,0.0,0.0,0.3409090909090909,0.32954545454545453,0.32954545454545453,0.0,0.0
Fp2,0.0,0.0,0.0,0.3448275862068966,0.3333333333333333,0.3218390804597701,0.0,0.0
AFz,0.0,0.0,0.0,0.3333333333333333,0.32098765432098764,0.345679012345679,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.23529411764705882,0.23529411764705882,0.2549019607843137,0.0,0.0,0.0,0.0,0.27450980392156865
