,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,paracentral-rh,precuneus-rh,superiorparietal-rh
caudalanteriorcingulate-lh,0.12585499316005472,0.12448700410396717,0.1234610123119015,0.12448700410396717,0.12482900136798905,0.12551299589603282,0.12585499316005472,0.12551299589603282
caudalanteriorcingulate-rh,0.1257360581918947,0.1253896778662972,0.12331139591271216,0.12435053688950468,0.12469691721510218,0.1253896778662972,0.1257360581918947,0.1253896778662972
insula-rh,0.12360311547578734,0.12190992211310532,0.12597358618354215,0.12631222485607857,0.12665086352861496,0.12326447680325094,0.12665086352861496,0.12563494751100576
isthmuscingulate-rh,0.12340710932260228,0.12173038229376258,0.12541918175720992,0.1267605633802817,0.12709590878604962,0.12307176391683435,0.1267605633802817,0.12575452716297786
lateraloccipital-rh,0.12315930388219545,0.1214859437751004,0.1251673360107095,0.12717536813922356,0.1278447121820616,0.12282463186077644,0.12650602409638553,0.12583668005354753
paracentral-rh,0.1258141926636956,0.1247857387727117,0.12341446691806651,0.1244429208090504,0.1247857387727117,0.12547137470003428,0.1258141926636956,0.12547137470003428
precuneus-rh,0.12436974789915967,0.1223529411764706,0.12470588235294118,0.12571428571428572,0.12605042016806722,0.12369747899159664,0.12705882352941175,0.12605042016806722
superiorparietal-rh,0.12470508931580722,0.12268284462419952,0.1243680485338726,0.12537917087967643,0.12571621166161107,0.12403100775193798,0.1267273340074149,0.1263902932254803
