,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,temporalpole-lh
frontalpole-lh,0.5666666666666667,0.0,0.4166666666666667,0.0,0.0,0.016666666666666666,0.0,0.0
frontalpole-rh,0.0,0.8431372549019608,0.1568627450980392,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.25471698113207547,0.05660377358490566,0.6886792452830188,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.5333333333333333
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.39705882352941174,0.07352941176470588
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.45714285714285713,0.18571428571428572
temporalpole-lh,0.0,0.0,0.0,0.049586776859504134,0.024793388429752067,0.0,0.09090909090909091,0.8347107438016529
