,cuneus-lh,fusiform-rh,inferiortemporal-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh
cuneus-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.7764705882352941,0.03529411764705882,0.0,0.0,0.18823529411764706,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.5,0.0,0.0,0.375,0.125,0.0
lateralorbitofrontal-rh,0.0,0.0,0.0,0.6164383561643836,0.0410958904109589,0.0,0.3424657534246575,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.007518796992481203,0.5338345864661654,0.0,0.0,0.45864661654135336
parahippocampal-rh,0.0,0.08870967741935484,0.3467741935483871,0.0,0.0,0.532258064516129,0.03225806451612903,0.0
parsorbitalis-rh,0.0,0.0,0.11702127659574468,0.30851063829787234,0.0,0.02127659574468085,0.5531914893617021,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.4878048780487805,0.0,0.0,0.5121951219512195
