,Fp1,FT9,FC2,Fp2,AF7,AF8,AF4,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.6809338521400778,0.0,0.0,0.0,0.0,0.0,0.31906614785992216
FC2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.2433234421364985,0.0,0.0,0.0,0.0,0.0,0.7566765578635015
