,frontalpole-lh,frontalpole-rh,fusiform-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.5616438356164384,0.0684931506849315,0.1780821917808219,0.0273972602739726,0.0,0.0684931506849315,0.0958904109589041,0.0
frontalpole-rh,0.010869565217391304,0.45652173913043476,0.0,0.10869565217391304,0.0,0.17391304347826086,0.25,0.0
fusiform-rh,0.2537313432835821,0.0,0.5223880597014925,0.014925373134328358,0.0,0.0,0.04477611940298507,0.16417910447761194
medialorbitofrontal-lh,0.07894736842105263,0.07894736842105263,0.05263157894736842,0.6842105263157895,0.0,0.039473684210526314,0.06578947368421052,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.7424242424242424,0.0,0.030303030303030304,0.22727272727272727
rostralanteriorcingulate-lh,0.020618556701030927,0.18556701030927836,0.0,0.07216494845360824,0.0,0.5360824742268041,0.18556701030927836,0.0
rostralanteriorcingulate-rh,0.028846153846153848,0.20192307692307693,0.009615384615384616,0.10576923076923077,0.009615384615384616,0.15384615384615385,0.49038461538461536,0.0
temporalpole-lh,0.0,0.0,0.0875,0.0,0.2125,0.0,0.0,0.7
