,entorhinal-lh,frontalpole-lh,frontalpole-rh,parahippocampal-lh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.5,0.0,0.0,0.29464285714285715,0.0,0.0,0.125,0.08035714285714286
frontalpole-lh,0.0,0.6923076923076923,0.24615384615384617,0.0,0.0,0.06153846153846154,0.0,0.0
frontalpole-rh,0.0,0.15384615384615385,0.47692307692307695,0.0,0.0,0.35384615384615387,0.015384615384615385,0.0
parahippocampal-lh,0.25806451612903225,0.0,0.0,0.6129032258064516,0.0967741935483871,0.0,0.021505376344086023,0.010752688172043012
parsorbitalis-rh,0.0,0.0,0.0,0.12307692307692308,0.8307692307692308,0.015384615384615385,0.03076923076923077,0.0
parstriangularis-rh,0.0,0.015151515151515152,0.2878787878787879,0.0,0.0,0.4696969696969697,0.15151515151515152,0.07575757575757576
rostralanteriorcingulate-rh,0.15789473684210525,0.0,0.0,0.031578947368421054,0.031578947368421054,0.06315789473684211,0.6210526315789474,0.09473684210526316
temporalpole-lh,0.17582417582417584,0.0,0.0,0.054945054945054944,0.0,0.03296703296703297,0.15384615384615385,0.5824175824175825
