,entorhinal-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,middletemporal-lh,parahippocampal-lh,parsopercularis-lh,parsorbitalis-lh,parsorbitalis-rh
entorhinal-lh,0.6090225563909775,0.0,0.022556390977443608,0.18045112781954886,0.03759398496240601,0.15037593984962405,0.0,0.0
lateralorbitofrontal-lh,0.0,0.5909090909090909,0.08522727272727272,0.0,0.0,0.011363636363636364,0.21022727272727273,0.10227272727272728
lateralorbitofrontal-rh,0.026041666666666668,0.078125,0.546875,0.036458333333333336,0.0,0.10416666666666667,0.046875,0.16145833333333334
middletemporal-lh,0.22018348623853212,0.0,0.05504587155963303,0.5779816513761468,0.09174311926605505,0.05504587155963303,0.0,0.0
parahippocampal-lh,0.03636363636363636,0.0,0.0,0.02727272727272727,0.9363636363636364,0.0,0.0,0.0
parsopercularis-lh,0.09230769230769231,0.010256410256410256,0.1076923076923077,0.06153846153846154,0.0,0.5897435897435898,0.03076923076923077,0.1076923076923077
parsorbitalis-lh,0.0,0.1625615763546798,0.09852216748768473,0.0,0.0,0.054187192118226604,0.541871921182266,0.14285714285714285
parsorbitalis-rh,0.0,0.0718232044198895,0.1878453038674033,0.0,0.0,0.11049723756906077,0.12154696132596685,0.5082872928176796
