,entorhinal-lh,frontalpole-lh,lateraloccipital-rh,parahippocampal-rh,parsorbitalis-lh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.4915254237288136,0.0,0.0,0.11016949152542373,0.13559322033898305,0.03389830508474576,0.2288135593220339,0.0
frontalpole-lh,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0743801652892562,0.0,0.0,0.768595041322314,0.0,0.03305785123966942,0.0,0.12396694214876033
parsorbitalis-lh,0.14285714285714285,0.03896103896103896,0.0,0.0,0.5584415584415584,0.045454545454545456,0.21428571428571427,0.0
parsorbitalis-rh,0.049586776859504134,0.0,0.008264462809917356,0.0,0.06611570247933884,0.743801652892562,0.03305785123966942,0.09917355371900827
temporalpole-lh,0.15294117647058825,0.0,0.0,0.0,0.12352941176470589,0.011764705882352941,0.6176470588235294,0.09411764705882353
temporalpole-rh,0.0,0.0,0.0,0.08411214953271028,0.0,0.14953271028037382,0.17757009345794392,0.5887850467289719
