,bankssts-lh,bankssts-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,parsorbitalis-rh,temporalpole-rh,transversetemporal-rh
bankssts-lh,0.8,0.0,0.0,0.0,0.05,0.06666666666666667,0.08333333333333333,0.0
bankssts-rh,0.0,0.668141592920354,0.0,0.0,0.0,0.0,0.16371681415929204,0.168141592920354
entorhinal-lh,0.0,0.0,0.921875,0.0,0.03125,0.0,0.046875,0.0
frontalpole-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.09090909090909091,0.0,0.03305785123966942,0.0,0.7603305785123967,0.01652892561983471,0.09917355371900827,0.0
parsorbitalis-rh,0.10071942446043165,0.0,0.0,0.0,0.0,0.7194244604316546,0.17985611510791366,0.0
temporalpole-rh,0.09051724137931035,0.15517241379310345,0.008620689655172414,0.0,0.05172413793103448,0.125,0.5474137931034483,0.021551724137931036
transversetemporal-rh,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.02564102564102564,0.6666666666666666
