,F3,Pz,P4,CP2,AF3,AFz,PO8,P2
F3,0.4968152866242038,0.0,0.0,0.0,0.0,0.5031847133757962,0.0,0.0
Pz,0.0,0.24561403508771928,0.24561403508771928,0.24561403508771928,0.2631578947368421,0.0,0.0,0.0
P4,0.0,0.24561403508771928,0.24561403508771928,0.24561403508771928,0.2631578947368421,0.0,0.0,0.0
CP2,0.0,0.24561403508771928,0.24561403508771928,0.24561403508771928,0.2631578947368421,0.0,0.0,0.0
AF3,0.0,0.1891891891891892,0.1891891891891892,0.1891891891891892,0.43243243243243246,0.0,0.0,0.0
AFz,0.4936708860759494,0.0,0.0,0.0,0.0,0.5063291139240507,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
