,F7,Pz,P4,CP2,AF3,P2,CPz,FCz
F7,0.18387096774193548,0.16451612903225807,0.16451612903225807,0.16451612903225807,0.0,0.0,0.16129032258064516,0.16129032258064516
Pz,0.16932907348242812,0.16932907348242812,0.16932907348242812,0.16932907348242812,0.0,0.0,0.16293929712460065,0.1597444089456869
P4,0.16932907348242812,0.16932907348242812,0.16932907348242812,0.16932907348242812,0.0,0.0,0.16293929712460065,0.1597444089456869
CP2,0.16932907348242812,0.16932907348242812,0.16932907348242812,0.16932907348242812,0.0,0.0,0.16293929712460065,0.1597444089456869
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CPz,0.16776315789473684,0.16776315789473684,0.16776315789473684,0.16776315789473684,0.0,0.0,0.16447368421052633,0.16447368421052633
FCz,0.17006802721088435,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16326530612244897,0.16666666666666666
