,frontalpole-lh,medialorbitofrontal-lh,pericalcarine-lh,posteriorcingulate-rh,precuneus-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
frontalpole-lh,0.16363636363636364,0.14545454545454545,0.0,0.16363636363636364,0.05454545454545454,0.16363636363636364,0.16363636363636364,0.14545454545454545
medialorbitofrontal-lh,0.16666666666666666,0.14814814814814814,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.14814814814814814,0.14814814814814814
pericalcarine-lh,0.0,0.0,0.9230769230769231,0.0,0.07692307692307693,0.0,0.0,0.0
posteriorcingulate-rh,0.16,0.14,0.0,0.16,0.06,0.16,0.18,0.14
precuneus-lh,0.10344827586206896,0.10344827586206896,0.0,0.10344827586206896,0.3793103448275862,0.10344827586206896,0.10344827586206896,0.10344827586206896
rostralanteriorcingulate-lh,0.16,0.14,0.0,0.16,0.06,0.16,0.18,0.14
rostralanteriorcingulate-rh,0.16279069767441862,0.13953488372093023,0.0,0.16279069767441862,0.046511627906976744,0.16279069767441862,0.18604651162790697,0.13953488372093023
rostralmiddlefrontal-lh,0.16666666666666666,0.14814814814814814,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.14814814814814814,0.14814814814814814
