,FC5,C3,TP9,O1,O2,T8,Fp2,C2
FC5,0.3333333333333333,0.23076923076923078,0.0,0.0,0.358974358974359,0.0,0.07692307692307693,0.0
C3,0.3448275862068966,0.3103448275862069,0.0,0.0,0.3448275862068966,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.08666666666666667,0.06,0.0,0.0,0.5,0.0,0.35333333333333333,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.008547008547008548,0.0,0.0,0.0,0.4188034188034188,0.0,0.5726495726495726,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
