,TP9,O1,C4,FT10,Fp2,AF3,AFz,PO3
TP9,0.3431372549019608,0.0,0.30392156862745096,0.0,0.0,0.0,0.0,0.35294117647058826
O1,0.0,0.25252525252525254,0.0,0.0,0.26262626262626265,0.24242424242424243,0.24242424242424243,0.0
C4,0.3235294117647059,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3431372549019608
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.21739130434782608,0.0,0.0,0.3217391304347826,0.23478260869565218,0.22608695652173913,0.0
AF3,0.0,0.22,0.0,0.0,0.27,0.26,0.25,0.0
AFz,0.0,0.2222222222222222,0.0,0.0,0.26262626262626265,0.26262626262626265,0.25252525252525254,0.0
PO3,0.2647058823529412,0.0,0.25735294117647056,0.0,0.0,0.0,0.0,0.47794117647058826
