,Fp1,P3,Fp2,F5,PO3,PO4,PO8,AF8
Fp1,0.33256616800920596,0.0,0.334867663981588,0.0,0.0,0.0,0.0,0.33256616800920596
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.3111587982832618,0.0,0.3594420600858369,0.0,0.0,0.0,0.0,0.3293991416309013
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.32079646017699115,0.0,0.3407079646017699,0.0,0.0,0.0,0.0,0.33849557522123896
