,Fp1,P3,Fp2,F5,PO3,PO4,PO8,AF8
Fp1,0.34944532488114105,0.0,0.347068145800317,0.0,0.0,0.0,0.0,0.303486529318542
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.2941970310391363,0.0,0.3738191632928475,0.0,0.0,0.0,0.0,0.3319838056680162
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.26337734537873525,0.0,0.33773453787352326,0.0,0.0,0.0,0.0,0.3988881167477415
