,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.14285714285714285,0.14285714285714285,0.08791208791208792,0.12087912087912088,0.15384615384615385,0.08791208791208792,0.15384615384615385,0.10989010989010989
inferiorparietal-rh,0.12871287128712872,0.1782178217821782,0.07920792079207921,0.10891089108910891,0.13861386138613863,0.07920792079207921,0.18811881188118812,0.09900990099009901
parsopercularis-lh,0.1111111111111111,0.1111111111111111,0.2345679012345679,0.1111111111111111,0.1111111111111111,0.09876543209876543,0.1111111111111111,0.1111111111111111
parstriangularis-rh,0.1411764705882353,0.1411764705882353,0.09411764705882353,0.12941176470588237,0.1411764705882353,0.09411764705882353,0.1411764705882353,0.11764705882352941
rostralmiddlefrontal-lh,0.125,0.125,0.07692307692307693,0.10576923076923077,0.21153846153846154,0.07692307692307693,0.18269230769230768,0.09615384615384616
rostralmiddlefrontal-rh,0.12857142857142856,0.12857142857142856,0.11428571428571428,0.12857142857142856,0.12857142857142856,0.11428571428571428,0.12857142857142856,0.12857142857142856
superiorparietal-lh,0.09848484848484848,0.12878787878787878,0.06060606060606061,0.08333333333333333,0.13636363636363635,0.06060606060606061,0.3560606060606061,0.07575757575757576
superiortemporal-rh,0.13580246913580246,0.13580246913580246,0.09876543209876543,0.13580246913580246,0.13580246913580246,0.09876543209876543,0.13580246913580246,0.12345679012345678
