,Fp1,P3,P8,AF7,CP3,P1,PO3,AF8
Fp1,0.6781609195402298,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.25287356321839083
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.35,0.0,0.3,0.0,0.0,0.0,0.0,0.35
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.45098039215686275,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.43137254901960786
