,Fp1,P3,P8,CP3,P1,P5,PO3,P6
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.24623115577889448,0.25125628140703515,0.25125628140703515,0.25125628140703515,0.0
P1,0.0,0.0,0.0,0.24623115577889448,0.25125628140703515,0.25125628140703515,0.25125628140703515,0.0
P5,0.0,0.0,0.0,0.24623115577889448,0.25125628140703515,0.25125628140703515,0.25125628140703515,0.0
PO3,0.0,0.0,0.0,0.24623115577889448,0.25125628140703515,0.25125628140703515,0.25125628140703515,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
