,entorhinal-lh,frontalpole-rh,fusiform-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.4935424354243542,0.006457564575645757,0.20756457564575645,0.0507380073800738,0.025830258302583026,0.008302583025830259,0.1918819188191882,0.015682656826568265
frontalpole-rh,0.008680555555555556,0.9652777777777778,0.0,0.0,0.0,0.0,0.0,0.026041666666666668
fusiform-lh,0.23012160898035547,0.0,0.41721234798877455,0.1627689429373246,0.01403180542563143,0.06361085126286249,0.11225444340505145,0.0
parahippocampal-lh,0.059966216216216214,0.0,0.16047297297297297,0.49239864864864863,0.04307432432432432,0.17736486486486486,0.03125,0.03547297297297297
parahippocampal-rh,0.025670945157526253,0.0,0.015169194865810968,0.0676779463243874,0.6382730455075846,0.20653442240373396,0.046674445740956826,0.0
pericalcarine-rh,0.008226691042047532,0.0,0.07312614259597806,0.19926873857404023,0.15722120658135283,0.5475319926873857,0.0018281535648994515,0.012797074954296161
temporalpole-lh,0.21176470588235294,0.0,0.12299465240641712,0.03529411764705882,0.05026737967914439,0.0042780748663101605,0.5497326203208556,0.025668449197860963
temporalpole-rh,0.02844311377245509,0.029940119760479042,0.0,0.06437125748502993,0.0,0.02694610778443114,0.038922155688622756,0.811377245508982
