,entorhinal-rh,frontalpole-rh,isthmuscingulate-lh,lingual-lh,parsorbitalis-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-rh
entorhinal-rh,0.4823529411764706,0.0,0.0,0.0,0.15294117647058825,0.0,0.0,0.36470588235294116
frontalpole-rh,0.0,0.7258064516129032,0.016129032258064516,0.03225806451612903,0.016129032258064516,0.0,0.20967741935483872,0.0
isthmuscingulate-lh,0.0,0.0,0.5333333333333333,0.08,0.06666666666666667,0.25333333333333335,0.06666666666666667,0.0
lingual-lh,0.0,0.11320754716981132,0.03773584905660377,0.7924528301886793,0.0,0.05660377358490566,0.0,0.0
parsorbitalis-rh,0.11494252873563218,0.0,0.08045977011494253,0.0,0.6666666666666666,0.0,0.0,0.13793103448275862
pericalcarine-lh,0.0,0.0,0.22857142857142856,0.11428571428571428,0.0,0.6142857142857143,0.04285714285714286,0.0
pericalcarine-rh,0.0,0.109375,0.140625,0.0,0.0,0.109375,0.640625,0.0
temporalpole-rh,0.3150684931506849,0.0,0.0,0.0,0.1506849315068493,0.0,0.0,0.5342465753424658
