,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,paracentral-lh,parsorbitalis-lh,temporalpole-lh
entorhinal-lh,0.6,0.0,0.08235294117647059,0.2,0.047058823529411764,0.0,0.058823529411764705,0.011764705882352941
frontalpole-lh,0.0,0.5064935064935064,0.07792207792207792,0.0,0.36363636363636365,0.0,0.0,0.05194805194805195
frontalpole-rh,0.18,0.08,0.74,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.2549019607843137,0.0,0.0,0.5882352941176471,0.13725490196078433,0.0,0.0196078431372549,0.0
medialorbitofrontal-lh,0.05102040816326531,0.2857142857142857,0.01020408163265306,0.09183673469387756,0.4897959183673469,0.0,0.04081632653061224,0.030612244897959183
paracentral-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parsorbitalis-lh,0.12,0.0,0.0,0.06666666666666667,0.10666666666666667,0.0,0.44,0.26666666666666666
temporalpole-lh,0.07692307692307693,0.03076923076923077,0.0,0.0,0.046153846153846156,0.0,0.4,0.4461538461538462
