,F7,C3,T7,Pz,Fp2,AF7,FT7,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.4520547945205479,0.0,0.3698630136986301,0.0,0.0,0.0,0.1780821917808219
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.4074074074074074,0.0,0.4,0.0,0.0,0.0,0.1925925925925926
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.3375,0.0,0.3375,0.0,0.0,0.0,0.325
