,F7,FT9,C3,F8,Fp2,AF7,AF8,AF4
F7,0.3687150837988827,0.30726256983240224,0.0,0.0,0.0,0.1340782122905028,0.0,0.18994413407821228
FT9,0.33136094674556216,0.3254437869822485,0.0,0.0,0.0,0.14201183431952663,0.0,0.20118343195266272
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.3,0.3,0.0,0.0,0.0,0.2875,0.0,0.1125
AF8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF4,0.30434782608695654,0.30434782608695654,0.0,0.0,0.0,0.09565217391304348,0.0,0.2956521739130435
