,FC5,C3,O1,Fp2,AF3,PO3,AF8,AF4
FC5,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.375
C3,0.0273972602739726,0.4794520547945205,0.0,0.0,0.0,0.0,0.0,0.4931506849315068
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.025,0.4375,0.0,0.0,0.0,0.0,0.0,0.5375
