,F7,C3,T7,Pz,Fp2,AF7,FT7,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.415929203539823,0.3584070796460177,0.0,0.22566371681415928
AF7,0.0,0.0,0.0,0.0,0.400990099009901,0.39603960396039606,0.0,0.20297029702970298
FT7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.0,0.0,0.31736526946107785,0.25748502994011974,0.0,0.4251497005988024
