,bankssts-rh,frontalpole-rh,inferiortemporal-rh,isthmuscingulate-rh,lateraloccipital-rh,paracentral-rh,parahippocampal-rh,pericalcarine-lh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6298701298701299,0.0,0.09740259740259741,0.1038961038961039,0.0,0.0,0.16883116883116883
inferiortemporal-rh,0.0,0.0,0.4948453608247423,0.0,0.0,0.0,0.5051546391752577,0.0
isthmuscingulate-rh,0.0,0.036312849162011177,0.0,0.41620111731843573,0.19553072625698323,0.0,0.0,0.35195530726256985
lateraloccipital-rh,0.0,0.0611353711790393,0.0,0.314410480349345,0.31004366812227074,0.0,0.0,0.314410480349345
paracentral-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.2076271186440678,0.0,0.0,0.0,0.7923728813559322,0.0
pericalcarine-lh,0.0,0.05664488017429194,0.0,0.28322440087145967,0.1568627450980392,0.0,0.0,0.5032679738562091
