,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.15129151291512916,0.0,0.0,0.0,0.0,0.0,0.025830258302583026,0.0,0.0,0.04428044280442804,0.0,0.02214022140221402,0.0,0.0,0.0,0.04059040590405904,0.0,0.0,0.007380073800738007,0.0,0.0,0.0,0.0,0.0,0.02952029520295203,0.0,0.0,0.0,0.0,0.04428044280442804,0.15498154981549817,0.04797047970479705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05166051660516605,0.0,0.04059040590405904,0.0,0.025830258302583026,0.0,0.033210332103321034,0.02952029520295203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14022140221402213,0.11070110701107011,0.0,0.0
Fz,0.0,0.042105263157894736,0.0,0.0,0.0,0.039097744360902256,0.0,0.03007518796992481,0.0,0.0,0.042105263157894736,0.0,0.0,0.0,0.0,0.0,0.013533834586466165,0.03308270676691729,0.022556390977443608,0.019548872180451128,0.03007518796992481,0.0,0.042105263157894736,0.0,0.0,0.03007518796992481,0.0,0.016541353383458645,0.0,0.0,0.0,0.0,0.042105263157894736,0.042105263157894736,0.0,0.04360902255639098,0.021052631578947368,0.042105263157894736,0.042105263157894736,0.0,0.0,0.0,0.03759398496240601,0.0,0.04360902255639098,0.0,0.03759398496240601,0.0,0.0,0.0406015037593985,0.0,0.02406015037593985,0.0,0.03458646616541353,0.03308270676691729,0.031578947368421054,0.04360902255639098,0.0,0.0,0.042105263157894736,0.03759398496240601
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.038338658146964855,0.0,0.0,0.0,0.039936102236421724,0.0,0.03194888178913738,0.0,0.0,0.038338658146964855,0.0,0.0,0.0,0.0,0.0,0.01437699680511182,0.03514376996805112,0.01757188498402556,0.020766773162939296,0.03194888178913738,0.0,0.04153354632587859,0.0,0.0,0.03194888178913738,0.0,0.01757188498402556,0.0,0.0,0.0,0.0,0.04153354632587859,0.04153354632587859,0.0,0.04153354632587859,0.022364217252396165,0.04153354632587859,0.04153354632587859,0.0,0.0,0.0,0.038338658146964855,0.0,0.04153354632587859,0.0,0.04153354632587859,0.0,0.0,0.036741214057507986,0.0,0.025559105431309903,0.0,0.036741214057507986,0.036741214057507986,0.03354632587859425,0.04153354632587859,0.0,0.0,0.04153354632587859,0.036741214057507986
C3,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.058333333333333334,0.0,0.0,0.06666666666666667,0.0,0.05,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.025,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0
T7,0.0,0.03802281368821293,0.0,0.0,0.0,0.03802281368821293,0.0,0.03612167300380228,0.0,0.0,0.03802281368821293,0.0,0.0,0.0,0.0,0.0,0.017110266159695818,0.03802281368821293,0.017110266159695818,0.024714828897338403,0.03231939163498099,0.0,0.03802281368821293,0.0,0.0,0.03802281368821293,0.0,0.02091254752851711,0.0,0.0,0.0,0.0,0.03802281368821293,0.03802281368821293,0.0,0.03802281368821293,0.026615969581749048,0.03802281368821293,0.03802281368821293,0.0,0.0,0.0,0.03802281368821293,0.0,0.03802281368821293,0.0,0.03802281368821293,0.0,0.0,0.03802281368821293,0.0,0.030418250950570342,0.0,0.03802281368821293,0.03612167300380228,0.03612167300380228,0.03802281368821293,0.0,0.0,0.03802281368821293,0.03802281368821293
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.04142011834319527,0.0,0.0,0.07100591715976332,0.0,0.03550295857988166,0.0,0.0,0.0,0.0650887573964497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047337278106508875,0.0,0.0,0.0,0.0,0.07100591715976332,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0650887573964497,0.0,0.04142011834319527,0.0,0.05325443786982249,0.047337278106508875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0
