,bankssts-lh,entorhinal-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-lh,pericalcarine-lh,rostralanteriorcingulate-lh
bankssts-lh,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367
entorhinal-lh,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.55,0.0,0.3,0.0,0.15,0.0
isthmuscingulate-rh,0.0,0.05555555555555555,0.0,0.9444444444444444,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0
parahippocampal-lh,0.0,0.06666666666666667,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
pericalcarine-lh,0.0,0.0,0.2,0.0,0.1,0.0,0.7,0.0
rostralanteriorcingulate-lh,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857
