,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsopercularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6363636363636364,0.0,0.0,0.36363636363636365,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.2619047619047619,0.23809523809523808,0.047619047619047616,0.0,0.2619047619047619,0.19047619047619047
medialorbitofrontal-lh,0.0,0.0,0.2619047619047619,0.23809523809523808,0.047619047619047616,0.0,0.2619047619047619,0.19047619047619047
medialorbitofrontal-rh,0.0,0.1935483870967742,0.0967741935483871,0.0967741935483871,0.41935483870967744,0.0,0.0967741935483871,0.0967741935483871
parsopercularis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.2619047619047619,0.23809523809523808,0.047619047619047616,0.0,0.2619047619047619,0.19047619047619047
rostralanteriorcingulate-rh,0.0,0.0,0.24324324324324326,0.24324324324324326,0.05405405405405406,0.0,0.24324324324324326,0.21621621621621623
