,bankssts-rh,frontalpole-lh,frontalpole-rh,fusiform-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.27546296296296297,0.016203703703703703,0.0,0.2708333333333333,0.21296296296296297,0.22453703703703703,0.0,0.0
frontalpole-lh,0.01174934725848564,0.3224543080939948,0.2454308093994778,0.020887728459530026,0.07702349869451697,0.0,0.2349869451697128,0.08746736292428199
frontalpole-rh,0.0,0.236144578313253,0.2987951807228916,0.007228915662650603,0.02530120481927711,0.0,0.2891566265060241,0.14337349397590363
fusiform-rh,0.1564625850340136,0.0163265306122449,0.005442176870748299,0.3360544217687075,0.23129251700680273,0.25170068027210885,0.0027210884353741495,0.0
isthmuscingulate-rh,0.14096916299559473,0.07488986784140969,0.024963289280469897,0.26138032305433184,0.3186490455212922,0.15859030837004406,0.020558002936857563,0.0
parahippocampal-rh,0.16379310344827586,0.0,0.0,0.30517241379310345,0.1724137931034483,0.3586206896551724,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.2211764705882353,0.28941176470588237,0.004705882352941176,0.02,0.0,0.3035294117647059,0.16117647058823528
rostralanteriorcingulate-rh,0.0,0.13059033989266547,0.22719141323792486,0.0,0.0,0.0,0.259391771019678,0.3828264758497317
