,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.6666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.2,0.0
caudalmiddlefrontal-rh,0.0,0.3225806451612903,0.0,0.06451612903225806,0.11290322580645161,0.0967741935483871,0.25806451612903225,0.14516129032258066
parstriangularis-rh,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.16666666666666666
rostralmiddlefrontal-lh,0.08163265306122448,0.04081632653061224,0.0,0.3673469387755102,0.10204081632653061,0.0,0.3877551020408163,0.02040816326530612
rostralmiddlefrontal-rh,0.0,0.18518518518518517,0.0,0.2222222222222222,0.2962962962962963,0.0,0.2962962962962963,0.0
superiorparietal-rh,0.0,0.1568627450980392,0.0,0.0,0.0,0.45098039215686275,0.0392156862745098,0.35294117647058826
superiortemporal-lh,0.058823529411764705,0.16470588235294117,0.011764705882352941,0.23529411764705882,0.10588235294117647,0.0,0.3764705882352941,0.047058823529411764
superiortemporal-rh,0.0,0.20754716981132076,0.0,0.018867924528301886,0.0,0.3018867924528302,0.11320754716981132,0.3584905660377358
