,Fp1,Fz,TP9,T8,Fp2,AF7,AFz,AF8
Fp1,0.3779527559055118,0.0,0.0,0.0,0.38188976377952755,0.24015748031496062,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.1905697445972495,0.0,0.0,0.0,0.5245579567779961,0.28487229862475444,0.0,0.0
AF7,0.15324675324675324,0.0,0.0,0.0,0.37142857142857144,0.4753246753246753,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
