,Fp1,Fz,TP9,T8,Fp2,AF7,AFz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.6513761467889908,0.3486238532110092,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.13559322033898305,0.864406779661017,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
