,caudalmiddlefrontal-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.11267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817
rostralmiddlefrontal-rh,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.1388888888888889,0.125
superiorfrontal-rh,0.1125,0.125,0.125,0.125,0.125,0.125,0.1375,0.125
superiorparietal-lh,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.1388888888888889,0.125
superiorparietal-rh,0.1125,0.125,0.125,0.125,0.125,0.125,0.1375,0.125
superiortemporal-rh,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.1388888888888889,0.125
supramarginal-lh,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.1388888888888889,0.125
supramarginal-rh,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.1388888888888889,0.125
