,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.16666666666666666,0.15,0.15,0.15,0.08333333333333333,0.15,0.016666666666666666,0.13333333333333333
postcentral-rh,0.102803738317757,0.14953271028037382,0.12149532710280374,0.14953271028037382,0.11214953271028037,0.14953271028037382,0.07476635514018691,0.14018691588785046
rostralmiddlefrontal-rh,0.13414634146341464,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.0975609756097561,0.14634146341463414,0.04878048780487805,0.13414634146341464
superiorfrontal-rh,0.10891089108910891,0.1485148514851485,0.12871287128712872,0.1485148514851485,0.10891089108910891,0.1485148514851485,0.06930693069306931,0.13861386138613863
superiorparietal-lh,0.07446808510638298,0.14893617021276595,0.10638297872340426,0.13829787234042554,0.13829787234042554,0.14893617021276595,0.09574468085106383,0.14893617021276595
superiorparietal-rh,0.09821428571428571,0.15178571428571427,0.11607142857142858,0.14285714285714285,0.11607142857142858,0.15178571428571427,0.08035714285714286,0.14285714285714285
superiortemporal-rh,0.0410958904109589,0.136986301369863,0.0821917808219178,0.1232876712328767,0.1506849315068493,0.1506849315068493,0.1506849315068493,0.1643835616438356
supramarginal-rh,0.08695652173913043,0.14782608695652175,0.11304347826086956,0.1391304347826087,0.12173913043478261,0.1565217391304348,0.08695652173913043,0.14782608695652175
