,caudalmiddlefrontal-rh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.15384615384615385,0.13186813186813187,0.13186813186813187,0.13186813186813187,0.12087912087912088,0.12087912087912088,0.08791208791208792,0.12087912087912088
parstriangularis-rh,0.12359550561797752,0.14606741573033707,0.1348314606741573,0.1348314606741573,0.12359550561797752,0.12359550561797752,0.0898876404494382,0.12359550561797752
rostralmiddlefrontal-rh,0.11650485436893204,0.13592233009708737,0.18446601941747573,0.1262135922330097,0.11650485436893204,0.11650485436893204,0.08737864077669903,0.11650485436893204
superiorfrontal-rh,0.12371134020618557,0.14432989690721648,0.13402061855670103,0.13402061855670103,0.12371134020618557,0.12371134020618557,0.09278350515463918,0.12371134020618557
superiorparietal-lh,0.125,0.13541666666666666,0.13541666666666666,0.13541666666666666,0.125,0.125,0.09375,0.125
superiorparietal-rh,0.125,0.13541666666666666,0.13541666666666666,0.13541666666666666,0.125,0.125,0.09375,0.125
superiortemporal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
supramarginal-rh,0.125,0.13541666666666666,0.13541666666666666,0.13541666666666666,0.125,0.125,0.09375,0.125
