,F7,FT10,F8,AF7,AF3,F6,AF8,AF4
F7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.3302752293577982,0.3394495412844037,0.0,0.0,0.0,0.1651376146788991,0.1651376146788991
F8,0.0,0.32142857142857145,0.35714285714285715,0.0,0.0,0.0,0.16071428571428573,0.16071428571428573
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.2608695652173913,0.2608695652173913,0.0,0.0,0.0,0.2463768115942029,0.2318840579710145
AF4,0.0,0.2535211267605634,0.2535211267605634,0.0,0.0,0.0,0.2535211267605634,0.23943661971830985
