,fusiform-lh,isthmuscingulate-rh,lingual-lh,medialorbitofrontal-lh,parahippocampal-lh,parsorbitalis-rh,parstriangularis-lh,rostralanteriorcingulate-lh
fusiform-lh,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0
isthmuscingulate-rh,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0
lingual-lh,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.4722222222222222,0.0,0.09722222222222222,0.16666666666666666,0.2638888888888889
parahippocampal-lh,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0,0.0
parstriangularis-lh,0.0,0.0,0.0,0.2692307692307692,0.0,0.0,0.36538461538461536,0.36538461538461536
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.30666666666666664,0.0,0.0,0.24,0.4533333333333333
