,Fp1,F7,FT9,F4,F8,Fp2,AF7,PO4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.0
F8,0.0,0.0,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,0.0
Fp2,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
