,Fp1,F7,P7,F4,F8,Fp2,PO8,F2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.25,0.375,0.0,0.0,0.0,0.375,0.0
P7,0.0,0.05,0.575,0.0,0.0,0.0,0.375,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.06451612903225806,0.4838709677419355,0.0,0.0,0.0,0.45161290322580644,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
