,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP1,O1,Oz,O2,P8,TP10,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,CP3,PO7,PO3,POz,PO4,PO8,P6,CP4,TP8,C2,FC4,FT8,F6,AF8,AF4,F2
Fp1,0.06018518518518518,0.013888888888888888,0.06944444444444445,0.06018518518518518,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.06481481481481481,0.018518518518518517,0.06944444444444445,0.06944444444444445,0.06481481481481481,0.0,0.0,0.023148148148148147,0.0,0.0,0.018518518518518517,0.06481481481481481,0.0,0.018518518518518517,0.0,0.018518518518518517,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.06944444444444445,0.0,0.0,0.0,0.018518518518518517,0.06944444444444445,0.0,0.023148148148148147,0.06944444444444445,0.0,0.06018518518518518,0.0
Fz,0.04395604395604396,0.03296703296703297,0.04395604395604396,0.04395604395604396,0.04395604395604396,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.04395604395604396,0.04395604395604396,0.04395604395604396,0.04395604395604396,0.04395604395604396,0.0,0.0,0.04395604395604396,0.0,0.0,0.04395604395604396,0.04395604395604396,0.0,0.04395604395604396,0.0,0.04395604395604396,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,0.04395604395604396,0.0,0.0,0.0,0.04395604395604396,0.04395604395604396,0.0,0.04395604395604396,0.04395604395604396,0.0,0.04395604395604396,0.0
F3,0.05185185185185185,0.011111111111111112,0.08148148148148149,0.04814814814814815,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.014814814814814815,0.0,0.05555555555555555,0.014814814814814815,0.08888888888888889,0.08888888888888889,0.07037037037037037,0.0,0.0,0.018518518518518517,0.0,0.0,0.014814814814814815,0.05555555555555555,0.0,0.014814814814814815,0.0,0.014814814814814815,0.0,0.0,0.0,0.014814814814814815,0.0,0.003703703703703704,0.08888888888888889,0.0,0.0,0.0,0.014814814814814815,0.05925925925925926,0.0,0.018518518518518517,0.08888888888888889,0.0,0.05185185185185185,0.0
F7,0.058823529411764705,0.014705882352941176,0.06862745098039216,0.058823529411764705,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.06372549019607843,0.0196078431372549,0.06862745098039216,0.06862745098039216,0.06372549019607843,0.0,0.0,0.024509803921568627,0.0,0.0,0.0196078431372549,0.06372549019607843,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.06862745098039216,0.0,0.0,0.0,0.0196078431372549,0.06862745098039216,0.0,0.024509803921568627,0.06862745098039216,0.0,0.058823529411764705,0.0
FT9,0.047619047619047616,0.02857142857142857,0.047619047619047616,0.047619047619047616,0.0380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0380952380952381,0.0,0.047619047619047616,0.0380952380952381,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0380952380952381,0.047619047619047616,0.0,0.0380952380952381,0.0,0.0380952380952381,0.0,0.0,0.0,0.0380952380952381,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0380952380952381,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.053691275167785234,0.06040268456375839,0.04697986577181208,0.0,0.053691275167785234,0.06040268456375839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06040268456375839,0.06040268456375839,0.0,0.0,0.0,0.0,0.0,0.06040268456375839,0.0,0.06040268456375839,0.0,0.06040268456375839,0.06040268456375839,0.0,0.0,0.0,0.06040268456375839,0.0,0.06040268456375839,0.06040268456375839,0.06040268456375839,0.0,0.0,0.06040268456375839,0.0,0.0,0.06040268456375839,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.07588075880758807,0.02168021680216802,0.0,0.037940379403794036,0.08401084010840108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08401084010840108,0.051490514905149054,0.0,0.0,0.0,0.0,0.0,0.08130081300813008,0.0,0.07859078590785908,0.0,0.05962059620596206,0.03523035230352303,0.0,0.0,0.0,0.05420054200542006,0.0,0.05962059620596206,0.06504065040650407,0.05962059620596206,0.0,0.0,0.06775067750677506,0.0,0.0,0.05962059620596206,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.05925925925925926,0.05925925925925926,0.05185185185185185,0.0,0.05925925925925926,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05925925925925926,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.05925925925925926,0.0,0.05925925925925926,0.0,0.05925925925925926,0.05925925925925926,0.0,0.0,0.0,0.05925925925925926,0.0,0.05925925925925926,0.05925925925925926,0.05925925925925926,0.0,0.0,0.05925925925925926,0.0,0.0,0.05925925925925926,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.06329113924050633,0.03375527426160337,0.0,0.05485232067510549,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06329113924050633,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,0.06329113924050633,0.0,0.06329113924050633,0.0,0.06329113924050633,0.05063291139240506,0.0,0.0,0.0,0.06329113924050633,0.0,0.06329113924050633,0.06329113924050633,0.06329113924050633,0.0,0.0,0.06329113924050633,0.0,0.0,0.06329113924050633,0.0,0.0
CP1,0.0,0.0,0.0,0.0,0.0,0.02278481012658228,0.0759493670886076,0.020253164556962026,0.0,0.035443037974683546,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09367088607594937,0.04810126582278481,0.0,0.0,0.0,0.0,0.0,0.08354430379746836,0.0,0.0810126582278481,0.0,0.05569620253164557,0.03291139240506329,0.0,0.0,0.0,0.05063291139240506,0.0,0.05569620253164557,0.06329113924050633,0.05569620253164557,0.0,0.0,0.06582278481012659,0.0,0.0,0.05822784810126582,0.0,0.0
O1,0.047619047619047616,0.02857142857142857,0.047619047619047616,0.047619047619047616,0.0380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0380952380952381,0.0,0.047619047619047616,0.0380952380952381,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0380952380952381,0.047619047619047616,0.0,0.0380952380952381,0.0,0.0380952380952381,0.0,0.0,0.0,0.0380952380952381,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0380952380952381,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.06060606060606061,0.012987012987012988,0.06926406926406926,0.05627705627705628,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.0,0.017316017316017316,0.0,0.06493506493506493,0.017316017316017316,0.0735930735930736,0.0735930735930736,0.06493506493506493,0.0,0.0,0.021645021645021644,0.0,0.0,0.017316017316017316,0.06493506493506493,0.0,0.017316017316017316,0.0,0.017316017316017316,0.0,0.0,0.0,0.017316017316017316,0.0,0.0,0.0735930735930736,0.0,0.0,0.0,0.017316017316017316,0.06926406926406926,0.0,0.021645021645021644,0.0735930735930736,0.0,0.06060606060606061,0.0
