,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.09142857142857143,0.0,0.0,0.017142857142857144,0.04380952380952381,0.0,0.0,0.005714285714285714,0.0,0.02666666666666667,0.0,0.0,0.0,0.0019047619047619048,0.0,0.011428571428571429,0.05714285714285714,0.0,0.0,0.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.06857142857142857,0.0,0.0,0.0038095238095238095,0.0,0.0,0.08952380952380952,0.047619047619047616,0.0019047619047619048,0.08571428571428572,0.0,0.024761904761904763,0.03428571428571429,0.013333333333333334,0.07047619047619047,0.0,0.05523809523809524,0.005714285714285714,0.0,0.013333333333333334,0.0,0.0,0.005714285714285714,0.0038095238095238095,0.0,0.02857142857142857,0.007619047619047619,0.0,0.0038095238095238095,0.024761904761904763,0.007619047619047619,0.0,0.0038095238095238095,0.0,0.0838095238095238,0.0,0.0,0.05142857142857143
Fz,0.0,0.02846153846153846,0.027692307692307693,0.023846153846153847,0.005384615384615384,0.02076923076923077,0.026923076923076925,0.025384615384615384,0.02076923076923077,0.0038461538461538464,0.023846153846153847,0.026923076923076925,0.021538461538461538,0.026153846153846153,0.016923076923076923,0.019230769230769232,0.0,0.01,0.009230769230769232,0.026923076923076925,0.023846153846153847,0.01769230769230769,0.026923076923076925,0.026923076923076925,0.02846153846153846,0.0007692307692307692,0.01769230769230769,0.019230769230769232,0.011538461538461539,0.0,0.027692307692307693,0.0,0.0,0.02076923076923077,0.0,0.02,0.0,0.0007692307692307692,0.0,0.0007692307692307692,0.02076923076923077,0.0,0.0,0.019230769230769232,0.02,0.023846153846153847,0.022307692307692306,0.026153846153846153,0.013846153846153847,0.02846153846153846,0.0,0.0,0.022307692307692306,0.025384615384615384,0.01,0.022307692307692306,0.027692307692307693,0.026153846153846153,0.027692307692307693,0.0,0.026923076923076925,0.02846153846153846,0.0015384615384615385
F3,0.0,0.0247074122236671,0.02860858257477243,0.02600780234070221,0.003250975292587776,0.017555266579973992,0.027958387516254877,0.027308192457737322,0.016905071521456438,0.005201560468140442,0.02340702210663199,0.02860858257477243,0.01950585175552666,0.027308192457737322,0.015604681404421327,0.021456436931079324,0.0,0.008452535760728219,0.007802340702210663,0.027308192457737322,0.025357607282184655,0.016905071521456438,0.02860858257477243,0.02860858257477243,0.02990897269180754,0.0,0.01495448634590377,0.017555266579973992,0.008452535760728219,0.0,0.02860858257477243,0.0,0.0,0.022756827048114433,0.0,0.0188556566970091,0.0,0.0,0.0,0.0,0.022756827048114433,0.0,0.0,0.016254876462938883,0.022106631989596878,0.025357607282184655,0.02080624187256177,0.027958387516254877,0.013654096228868661,0.02990897269180754,0.0006501950585175553,0.0,0.017555266579973992,0.026657997399219768,0.010403120936280884,0.024057217165149546,0.029258777633289986,0.027958387516254877,0.029258777633289986,0.0,0.027958387516254877,0.02990897269180754,0.0
F7,0.00388457269700333,0.018312985571587125,0.023307436182019976,0.04550499445061043,0.0,0.01220865704772475,0.026082130965593784,0.033296337402885685,0.011653718091009988,0.011653718091009988,0.018312985571587125,0.02830188679245283,0.013873473917869035,0.029966703662597113,0.013318534961154272,0.02774694783573807,0.0,0.007214206437291898,0.006659267480577136,0.021087680355160933,0.03218645948945616,0.01609322974472808,0.029966703662597113,0.02830188679245283,0.025527192008879023,0.0,0.010543840177580466,0.013873473917869035,0.004439511653718091,0.0,0.02386237513873474,0.004439511653718091,0.0,0.024972253052164262,0.004439511653718091,0.014428412874583796,0.007214206437291898,0.0,0.0,0.0,0.020532741398446172,0.0,0.0,0.012763596004439512,0.030521642619311874,0.021642619311875694,0.01609322974472808,0.033296337402885685,0.01553829078801332,0.02386237513873474,0.00776914539400666,0.0,0.01220865704772475,0.029966703662597113,0.01609322974472808,0.029966703662597113,0.02719200887902331,0.032741398446170925,0.02774694783573807,0.001664816870144284,0.024972253052164262,0.022752497225305215,0.0
FT9,0.05739514348785872,0.011037527593818985,0.006622516556291391,0.0,0.07947019867549669,0.008830022075055188,0.004415011037527594,0.0,0.011037527593818985,0.002207505518763797,0.004415011037527594,0.004415011037527594,0.008830022075055188,0.002207505518763797,0.0,0.0,0.059602649006622516,0.0,0.0,0.006622516556291391,0.0,0.0,0.004415011037527594,0.004415011037527594,0.008830022075055188,0.0728476821192053,0.006622516556291391,0.002207505518763797,0.02207505518763797,0.0,0.006622516556291391,0.05077262693156733,0.05739514348785872,0.0,0.04856512141280353,0.004415011037527594,0.0,0.05739514348785872,0.01545253863134658,0.0728476821192053,0.0,0.0706401766004415,0.006622516556291391,0.002207505518763797,0.0,0.002207505518763797,0.004415011037527594,0.002207505518763797,0.0,0.008830022075055188,0.004415011037527594,0.008830022075055188,0.01545253863134658,0.0,0.0,0.0,0.006622516556291391,0.002207505518763797,0.006622516556291391,0.0684326710816777,0.004415011037527594,0.008830022075055188,0.07505518763796909
FC5,0.0,0.02721774193548387,0.025201612903225805,0.020161290322580645,0.006048387096774193,0.02620967741935484,0.024193548387096774,0.02217741935483871,0.02721774193548387,0.0030241935483870967,0.024193548387096774,0.024193548387096774,0.02620967741935484,0.023185483870967742,0.020161290322580645,0.020161290322580645,0.0,0.011088709677419355,0.012096774193548387,0.025201612903225805,0.021169354838709676,0.021169354838709676,0.024193548387096774,0.024193548387096774,0.02620967741935484,0.0,0.023185483870967742,0.023185483870967742,0.014112903225806451,0.0,0.025201612903225805,0.0,0.0,0.021169354838709676,0.0,0.024193548387096774,0.0,0.0,0.0,0.0,0.02217741935483871,0.0,0.0,0.023185483870967742,0.019153225806451613,0.023185483870967742,0.024193548387096774,0.023185483870967742,0.016129032258064516,0.02620967741935484,0.0,0.0,0.02721774193548387,0.02217741935483871,0.011088709677419355,0.021169354838709676,0.025201612903225805,0.023185483870967742,0.025201612903225805,0.0,0.024193548387096774,0.02620967741935484,0.0010080645161290322
FC1,0.0,0.022506082725060828,0.027980535279805353,0.02737226277372263,0.0024330900243309003,0.015815085158150853,0.029197080291970802,0.028588807785888078,0.015206812652068127,0.006082725060827251,0.021897810218978103,0.029805352798053526,0.017639902676399026,0.028588807785888078,0.014598540145985401,0.023114355231143552,0.0,0.007907542579075427,0.0072992700729927005,0.025547445255474453,0.0267639902676399,0.0170316301703163,0.029805352798053526,0.029805352798053526,0.029805352798053526,0.0,0.013990267639902677,0.016423357664233577,0.0072992700729927005,0.0,0.028588807785888078,0.0,0.0,0.024330900243309004,0.0,0.017639902676399026,0.0012165450121654502,0.0,0.0,0.0,0.022506082725060828,0.0,0.0,0.015206812652068127,0.023722627737226276,0.024939172749391728,0.019464720194647202,0.029197080291970802,0.013990267639902677,0.027980535279805353,0.0018248175182481751,0.0,0.015815085158150853,0.027980535279805353,0.010948905109489052,0.025547445255474453,0.030413625304136254,0.029197080291970802,0.030413625304136254,0.0,0.029197080291970802,0.02737226277372263,0.0
C3,0.0005617977528089888,0.019662921348314606,0.024719101123595506,0.03146067415730337,0.0011235955056179776,0.01348314606741573,0.02752808988764045,0.03314606741573034,0.012921348314606741,0.008426966292134831,0.019662921348314606,0.029775280898876405,0.015168539325842697,0.03146067415730337,0.01348314606741573,0.025842696629213482,0.0,0.007303370786516854,0.006741573033707865,0.02247191011235955,0.03089887640449438,0.016292134831460674,0.03202247191011236,0.029775280898876405,0.02752808988764045,0.0,0.011797752808988765,0.015168539325842697,0.0056179775280898875,0.0,0.025280898876404494,0.0011235955056179776,0.0,0.025280898876404494,0.0011235955056179776,0.015730337078651686,0.003932584269662922,0.0,0.0,0.0,0.021348314606741574,0.0,0.0,0.014044943820224719,0.028089887640449437,0.023033707865168538,0.01741573033707865,0.034269662921348316,0.015730337078651686,0.025280898876404494,0.0044943820224719105,0.0,0.01348314606741573,0.03089887640449438,0.012921348314606741,0.029213483146067417,0.029213483146067417,0.034269662921348316,0.029213483146067417,0.0,0.026404494382022473,0.024157303370786518,0.0
T7,0.0,0.027196652719665274,0.02510460251046025,0.0198744769874477,0.007322175732217573,0.02615062761506276,0.02405857740585774,0.021966527196652718,0.027196652719665274,0.0020920502092050207,0.02405857740585774,0.02405857740585774,0.02615062761506276,0.02301255230125523,0.0198744769874477,0.0198744769874477,0.0,0.010460251046025104,0.011506276150627616,0.02510460251046025,0.02092050209205021,0.02092050209205021,0.02405857740585774,0.02405857740585774,0.02615062761506276,0.0010460251046025104,0.02405857740585774,0.02301255230125523,0.015690376569037656,0.0,0.02510460251046025,0.0,0.0,0.02092050209205021,0.0,0.02405857740585774,0.0,0.0010460251046025104,0.0,0.0010460251046025104,0.021966527196652718,0.0,0.0,0.02301255230125523,0.01882845188284519,0.02301255230125523,0.02405857740585774,0.02301255230125523,0.015690376569037656,0.02615062761506276,0.0,0.0,0.028242677824267783,0.021966527196652718,0.010460251046025104,0.02092050209205021,0.02510460251046025,0.02301255230125523,0.02510460251046025,0.0,0.02405857740585774,0.02615062761506276,0.0020920502092050207
TP9,0.018957345971563982,0.011058451816745656,0.01579778830963665,0.036334913112164295,0.0,0.007898894154818325,0.018957345971563982,0.026856240126382307,0.00631911532385466,0.04107424960505529,0.014218009478672985,0.020537124802527645,0.01263823064770932,0.023696682464454975,0.01263823064770932,0.0315955766192733,0.00631911532385466,0.009478672985781991,0.00631911532385466,0.014218009478672985,0.030015797788309637,0.018957345971563982,0.022116903633491312,0.018957345971563982,0.01579778830963665,0.00631911532385466,0.00315955766192733,0.01263823064770932,0.0,0.0,0.01579778830963665,0.020537124802527645,0.00315955766192733,0.023696682464454975,0.020537124802527645,0.014218009478672985,0.02843601895734597,0.0,0.0,0.00631911532385466,0.018957345971563982,0.00315955766192733,0.0,0.009478672985781991,0.03317535545023697,0.017377567140600316,0.014218009478672985,0.026856240126382307,0.02527646129541864,0.014218009478672985,0.030015797788309637,0.0,0.007898894154818325,0.02527646129541864,0.04265402843601896,0.02843601895734597,0.017377567140600316,0.02527646129541864,0.018957345971563982,0.01263823064770932,0.017377567140600316,0.014218009478672985,0.001579778830963665
