,fusiform-rh,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,lateralorbitofrontal-lh,lingual-rh,medialorbitofrontal-lh,precuneus-rh
fusiform-rh,0.12121212121212122,0.12626262626262627,0.12121212121212122,0.12626262626262627,0.12626262626262627,0.12626262626262627,0.12626262626262627,0.12626262626262627
insula-rh,0.11979166666666667,0.125,0.11979166666666667,0.125,0.13020833333333334,0.125,0.13020833333333334,0.125
isthmuscingulate-rh,0.12121212121212122,0.12626262626262627,0.12121212121212122,0.12626262626262627,0.12626262626262627,0.12626262626262627,0.12626262626262627,0.12626262626262627
lateraloccipital-rh,0.12,0.125,0.12,0.125,0.13,0.125,0.13,0.125
lateralorbitofrontal-lh,0.11979166666666667,0.125,0.11979166666666667,0.125,0.13020833333333334,0.125,0.13020833333333334,0.125
lingual-rh,0.11979166666666667,0.125,0.11979166666666667,0.125,0.13020833333333334,0.125,0.13020833333333334,0.125
medialorbitofrontal-lh,0.11979166666666667,0.125,0.11979166666666667,0.125,0.13020833333333334,0.125,0.13020833333333334,0.125
precuneus-rh,0.12,0.125,0.12,0.125,0.13,0.125,0.13,0.125
